signature_id,split,expected_class,predicted_class,model,mean_coverage,aggregate_effect,aggregate_p,direction_consistency,i_squared,loo_stability,max_confounder_effect,null_separation_p,platform_holdout_consistency,within_d,within_p
mixed_senescence_proliferation,primary,mixed,mixed,no_confounder,0.9566666666666666,0.5376248342940425,0.0,0.9,0.9435788898091556,1.0,0.5264316236354428,0.0,1.0,,
mixed_senescence_proliferation,primary,mixed,mixed,within_program,0.9566666666666666,0.5376248342940425,0.0,0.9,0.9435788898091556,1.0,0.5264316236354428,0.0,1.0,,
confounded_proliferation,primary,confounded,mixed,full_model,0.98,0.5557482341032236,0.0,0.8333333333333334,0.9420801086511403,1.0,0.49367767294492476,0.0,1.0,0.7544142607797822,0.22528027532421646
confounded_proliferation,primary,confounded,durable,overlap_only,0.98,0.5557482341032236,0.0,0.8333333333333334,0.9420801086511403,1.0,0.49367767294492476,0.0,1.0,0.7544142607797822,0.22528027532421646
confounded_proliferation,primary,confounded,durable,effect_only,0.98,0.5557482341032236,0.0,0.8333333333333334,0.9420801086511403,1.0,0.49367767294492476,0.0,1.0,0.7544142607797822,0.22528027532421646
confounded_proliferation,primary,confounded,mixed,null_aware,0.98,0.5557482341032236,0.0,0.8333333333333334,0.9420801086511403,1.0,0.49367767294492476,0.0,1.0,0.7544142607797822,0.22528027532421646
confounded_proliferation,primary,confounded,mixed,no_confounder,0.98,0.5557482341032236,0.0,0.8333333333333334,0.9420801086511403,1.0,0.49367767294492476,0.0,1.0,0.7544142607797822,0.22528027532421646
confounded_proliferation,primary,confounded,mixed,within_program,0.98,0.5557482341032236,0.0,0.8333333333333334,0.9420801086511403,1.0,0.49367767294492476,0.0,1.0,0.7544142607797822,0.22528027532421646
confounded_ribosomal,primary,confounded,confounded,full_model,0.9066666666666667,-0.1336250294985477,9.734644831826955e-05,0.6,0.9291803664031489,1.0,0.3358806156135744,0.4,1.0,,
confounded_ribosomal,primary,confounded,durable,overlap_only,0.9066666666666667,-0.1336250294985477,9.734644831826955e-05,0.6,0.9291803664031489,1.0,0.3358806156135744,0.4,1.0,,
confounded_ribosomal,primary,confounded,durable,effect_only,0.9066666666666667,-0.1336250294985477,9.734644831826955e-05,0.6,0.9291803664031489,1.0,0.3358806156135744,0.4,1.0,,
confounded_ribosomal,primary,confounded,brittle,null_aware,0.9066666666666667,-0.1336250294985477,9.734644831826955e-05,0.6,0.9291803664031489,1.0,0.3358806156135744,0.4,1.0,,
confounded_ribosomal,primary,confounded,mixed,no_confounder,0.9066666666666667,-0.1336250294985477,9.734644831826955e-05,0.6,0.9291803664031489,1.0,0.3358806156135744,0.4,1.0,,
confounded_ribosomal,primary,confounded,confounded,within_program,0.9066666666666667,-0.1336250294985477,9.734644831826955e-05,0.6,0.9291803664031489,1.0,0.3358806156135744,0.4,1.0,,
confounded_immune_infiltrate,primary,confounded,confounded,full_model,0.9266666666666665,-0.2837495129339909,2.220446049250313e-16,0.5666666666666667,0.9245881791457519,1.0,0.36255638009405083,0.065,1.0,,
confounded_immune_infiltrate,primary,confounded,durable,overlap_only,0.9266666666666665,-0.2837495129339909,2.220446049250313e-16,0.5666666666666667,0.9245881791457519,1.0,0.36255638009405083,0.065,1.0,,
confounded_immune_infiltrate,primary,confounded,durable,effect_only,0.9266666666666665,-0.2837495129339909,2.220446049250313e-16,0.5666666666666667,0.9245881791457519,1.0,0.36255638009405083,0.065,1.0,,
confounded_immune_infiltrate,primary,confounded,mixed,null_aware,0.9266666666666665,-0.2837495129339909,2.220446049250313e-16,0.5666666666666667,0.9245881791457519,1.0,0.36255638009405083,0.065,1.0,,
confounded_immune_infiltrate,primary,confounded,mixed,no_confounder,0.9266666666666665,-0.2837495129339909,2.220446049250313e-16,0.5666666666666667,0.9245881791457519,1.0,0.36255638009405083,0.065,1.0,,
confounded_immune_infiltrate,primary,confounded,confounded,within_program,0.9266666666666665,-0.2837495129339909,2.220446049250313e-16,0.5666666666666667,0.9245881791457519,1.0,0.36255638009405083,0.065,1.0,,
stealth_confounded_hypoxia_prolif,primary,confounded,mixed,full_model,0.9566666666666667,0.6193790033531285,0.0,0.8666666666666667,0.9560979196946067,1.0,0.24683883647246238,0.0,1.0,3.164800738474817,8.73552590592297e-05
stealth_confounded_hypoxia_prolif,primary,confounded,durable,overlap_only,0.9566666666666667,0.6193790033531285,0.0,0.8666666666666667,0.9560979196946067,1.0,0.24683883647246238,0.0,1.0,3.164800738474817,8.73552590592297e-05
stealth_confounded_hypoxia_prolif,primary,confounded,durable,effect_only,0.9566666666666667,0.6193790033531285,0.0,0.8666666666666667,0.9560979196946067,1.0,0.24683883647246238,0.0,1.0,3.164800738474817,8.73552590592297e-05
stealth_confounded_hypoxia_prolif,primary,confounded,mixed,null_aware,0.9566666666666667,0.6193790033531285,0.0,0.8666666666666667,0.9560979196946067,1.0,0.24683883647246238,0.0,1.0,3.164800738474817,8.73552590592297e-05
stealth_confounded_hypoxia_prolif,primary,confounded,mixed,no_confounder,0.9566666666666667,0.6193790033531285,0.0,0.8666666666666667,0.9560979196946067,1.0,0.24683883647246238,0.0,1.0,3.164800738474817,8.73552590592297e-05
stealth_confounded_hypoxia_prolif,primary,confounded,durable,within_program,0.9566666666666667,0.6193790033531285,0.0,0.8666666666666667,0.9560979196946067,1.0,0.24683883647246238,0.0,1.0,3.164800738474817,8.73552590592297e-05
stealth_confounded_inflam_immune,primary,confounded,confounded,full_model,0.9383333333333331,0.017411459973042318,0.6095770011916395,0.7,0.9022448132860061,0.9,0.44267873490332327,0.915,0.6666666666666666,0.19865761889499717,0.25921629886129516
stealth_confounded_inflam_immune,primary,confounded,durable,overlap_only,0.9383333333333331,0.017411459973042318,0.6095770011916395,0.7,0.9022448132860061,0.9,0.44267873490332327,0.915,0.6666666666666666,0.19865761889499717,0.25921629886129516
stealth_confounded_inflam_immune,primary,confounded,brittle,effect_only,0.9383333333333331,0.017411459973042318,0.6095770011916395,0.7,0.9022448132860061,0.9,0.44267873490332327,0.915,0.6666666666666666,0.19865761889499717,0.25921629886129516
stealth_confounded_inflam_immune,primary,confounded,brittle,null_aware,0.9383333333333331,0.017411459973042318,0.6095770011916395,0.7,0.9022448132860061,0.9,0.44267873490332327,0.915,0.6666666666666666,0.19865761889499717,0.25921629886129516
stealth_confounded_inflam_immune,primary,confounded,brittle,no_confounder,0.9383333333333331,0.017411459973042318,0.6095770011916395,0.7,0.9022448132860061,0.9,0.44267873490332327,0.915,0.6666666666666666,0.19865761889499717,0.25921629886129516
stealth_confounded_inflam_immune,primary,confounded,confounded,within_program,0.9383333333333331,0.017411459973042318,0.6095770011916395,0.7,0.9022448132860061,0.9,0.44267873490332327,0.915,0.6666666666666666,0.19865761889499717,0.25921629886129516
lowcov_olfactory_1,primary,insufficient_coverage,insufficient_coverage,full_model,0.49333333333333335,0.08746183255321453,0.009704471203344056,0.5333333333333333,0.8097971872661334,1.0,0.0,0.53,0.6666666666666666,,
lowcov_olfactory_1,primary,insufficient_coverage,insufficient_coverage,overlap_only,0.49333333333333335,0.08746183255321453,0.009704471203344056,0.5333333333333333,0.8097971872661334,1.0,0.0,0.53,0.6666666666666666,,
lowcov_olfactory_1,primary,insufficient_coverage,insufficient_coverage,effect_only,0.49333333333333335,0.08746183255321453,0.009704471203344056,0.5333333333333333,0.8097971872661334,1.0,0.0,0.53,0.6666666666666666,,
lowcov_olfactory_1,primary,insufficient_coverage,insufficient_coverage,null_aware,0.49333333333333335,0.08746183255321453,0.009704471203344056,0.5333333333333333,0.8097971872661334,1.0,0.0,0.53,0.6666666666666666,,
lowcov_olfactory_1,primary,insufficient_coverage,insufficient_coverage,no_confounder,0.49333333333333335,0.08746183255321453,0.009704471203344056,0.5333333333333333,0.8097971872661334,1.0,0.0,0.53,0.6666666666666666,,
lowcov_olfactory_1,primary,insufficient_coverage,insufficient_coverage,within_program,0.49333333333333335,0.08746183255321453,0.009704471203344056,0.5333333333333333,0.8097971872661334,1.0,0.0,0.53,0.6666666666666666,,
lowcov_olfactory_2,primary,insufficient_coverage,insufficient_coverage,full_model,0.551111111111111,0.031231147358782792,0.3697508471940072,0.6,0.683900842063171,1.0,0.0,0.82,0.6666666666666666,,
lowcov_olfactory_2,primary,insufficient_coverage,insufficient_coverage,overlap_only,0.551111111111111,0.031231147358782792,0.3697508471940072,0.6,0.683900842063171,1.0,0.0,0.82,0.6666666666666666,,
lowcov_olfactory_2,primary,insufficient_coverage,insufficient_coverage,effect_only,0.551111111111111,0.031231147358782792,0.3697508471940072,0.6,0.683900842063171,1.0,0.0,0.82,0.6666666666666666,,
lowcov_olfactory_2,primary,insufficient_coverage,insufficient_coverage,null_aware,0.551111111111111,0.031231147358782792,0.3697508471940072,0.6,0.683900842063171,1.0,0.0,0.82,0.6666666666666666,,
lowcov_olfactory_2,primary,insufficient_coverage,insufficient_coverage,no_confounder,0.551111111111111,0.031231147358782792,0.3697508471940072,0.6,0.683900842063171,1.0,0.0,0.82,0.6666666666666666,,
lowcov_olfactory_2,primary,insufficient_coverage,insufficient_coverage,within_program,0.551111111111111,0.031231147358782792,0.3697508471940072,0.6,0.683900842063171,1.0,0.0,0.82,0.6666666666666666,,
blind_durable_ifn_composite,blind,durable,mixed,full_model,0.972,0.36688870491942316,0.0,0.6,0.9245183117152675,1.0,0.0,0.0,1.0,1.0654086478892124,2.4646951146678475e-14
blind_durable_ifn_composite,blind,durable,durable,overlap_only,0.972,0.36688870491942316,0.0,0.6,0.9245183117152675,1.0,0.0,0.0,1.0,1.0654086478892124,2.4646951146678475e-14
blind_durable_ifn_composite,blind,durable,durable,effect_only,0.972,0.36688870491942316,0.0,0.6,0.9245183117152675,1.0,0.0,0.0,1.0,1.0654086478892124,2.4646951146678475e-14
blind_durable_ifn_composite,blind,durable,mixed,null_aware,0.972,0.36688870491942316,0.0,0.6,0.9245183117152675,1.0,0.0,0.0,1.0,1.0654086478892124,2.4646951146678475e-14
blind_durable_ifn_composite,blind,durable,mixed,no_confounder,0.972,0.36688870491942316,0.0,0.6,0.9245183117152675,1.0,0.0,0.0,1.0,1.0654086478892124,2.4646951146678475e-14
blind_durable_ifn_composite,blind,durable,durable,within_program,0.972,0.36688870491942316,0.0,0.6,0.9245183117152675,1.0,0.0,0.0,1.0,1.0654086478892124,2.4646951146678475e-14
blind_durable_hypoxia_core,blind,durable,mixed,full_model,0.9666666666666667,0.49212288018587247,0.0,0.8666666666666667,0.9523747889161974,1.0,0.0,0.0,1.0,3.4080254573117097,0.00015289835584475497
blind_durable_hypoxia_core,blind,durable,durable,overlap_only,0.9666666666666667,0.49212288018587247,0.0,0.8666666666666667,0.9523747889161974,1.0,0.0,0.0,1.0,3.4080254573117097,0.00015289835584475497
